trade_px,update_type,trades_date_time,order_date_time,trade_volume,trade_volume_buys,trade_volume_sells,a1,b1,aq1,bq1,a2,b2,aq2,bq2,a3,b3,aq3,bq3,a4,b4,aq4,bq4,a5,b5,aq5,bq5,future_price_10
847.1,buy,2018-03-06T07:53:25.380Z,,0.0431,0.0431,0.0431,847.11,847.05,0.011212999999999999,1.73,847.12,847.04,0.023017,20.0,847.13,847.0,0.032458999999999995,6.55624782,847.14,846.88,0.014755,0.01,847.15,846.84,0.012393000000000001,0.01,847.1
847.1,buy,2018-03-06T07:53:25.380Z,,0.0431,0.0431,0.0431,847.11,847.05,0.011212999999999999,1.73,847.12,847.04,0.023017,20.0,847.13,847.0,0.032458999999999995,6.55624782,847.14,846.88,0.014755,0.01,847.15,846.84,0.012393000000000001,0.01,847.1
847.1,buy,2018-03-06T07:53:25.380Z,,0.0431,0.0431,0.0431,847.11,847.05,0.011212999999999999,1.73,847.12,847.04,0.023017,20.0,847.13,847.0,0.032458999999999995,6.55624782,847.14,846.88,0.014755,0.01,847.15,846.84,0.012393000000000001,0.01,847.1
847.1,buy,2018-03-06T07:53:25.380Z,,0.0431,0.0431,0.0431,847.11,847.04,0.011212999999999999,20.0,847.12,847.02,0.023017,1.54,847.13,847.0,0.032458999999999995,6.55624782,847.14,846.88,0.014755,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:25.380Z,,0.0431,0.0431,0.0431,847.11,847.04,0.011212999999999999,20.0,847.12,847.03,0.023017,1.57,847.13,847.0,0.032458999999999995,6.55624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:25.380Z,,0.0431,0.0431,0.0431,847.11,847.04,0.011212999999999999,20.0,847.12,847.03,0.023017,1.57,847.14,847.0,0.019475,6.55624782,847.15,846.88,0.01239,0.01,847.16,846.84,0.01121,0.01,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212999999999999,21.65,847.12,847.0,0.023017,6.55624782,847.13,846.88,0.011212,0.01,847.14,846.84,0.019475,0.01,847.15,846.78,0.01239,0.18440520000000002,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212999999999999,21.65,847.12,847.0,0.023017,6.55624782,847.13,846.88,0.011212,0.01,847.14,846.84,0.019475,0.01,847.15,846.78,0.01239,0.18440520000000002,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212999999999999,21.65,847.12,847.0,0.011211,6.55624782,847.13,846.88,0.011212,0.01,847.14,846.84,0.019475,0.01,847.15,846.78,0.01239,0.18440520000000002,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.12,847.04,0.011211,21.65,847.13,847.0,0.011212,6.55624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.16,846.78,0.01121,0.18440520000000002,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,21.65,847.12,847.0,0.011211,6.55624782,847.13,846.88,0.011212,0.01,847.14,846.84,0.019475,0.01,847.15,846.78,0.01239,0.18440520000000002,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.55624782,847.13,846.98,0.011212,1.19,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.98,0.011212,1.19,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.98,0.011212,1.19,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.98,0.011212,1.19,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.98,0.011212,1.19,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.98,0.011212,1.19,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.99,0.011212,1.27,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,7.96624782,847.13,846.88,0.011212,0.01,847.14,846.84,0.019475,0.01,847.15,846.78,0.01239,0.18440520000000002,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,7.96624782,847.13,846.88,0.011212,0.01,847.14,846.84,0.019475,0.01,847.15,846.78,0.01239,0.18440520000000002,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,7.96624782,847.13,846.88,0.011212,0.01,847.14,846.84,0.019475,0.01,847.15,846.78,0.01239,0.18440520000000002,847.1
847.1,buy,2018-03-06T07:53:33.775Z,,4.10761576,4.10761576,4.10761576,847.11,847.04,0.011212,20.0,847.12,847.01,0.011211,1.41,847.13,847.0,0.011212,6.65624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.1
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.02,0.011211,1.49,847.13,847.0,0.011212,6.65624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.02,0.011211,1.49,847.13,847.0,0.011212,6.65624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.02,0.011211,1.49,847.13,847.0,0.011212,6.65624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.02,0.011211,1.49,847.13,847.0,0.011212,6.65624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.02,0.011211,1.49,847.13,847.0,0.011212,6.65624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.99,0.011212,1.29,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.01,0.011211,1.41,847.13,847.0,0.011212,6.65624782,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.99,0.011212,1.23,847.14,846.88,0.019475,0.01,847.15,846.84,0.01239,0.01,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,7.96624782,847.13,846.88,0.011212,0.01,847.14,846.84,0.019475,0.01,847.15,846.78,0.01239,0.18440520000000002,847.09
847.09,sell,2018-03-06T07:53:54.450Z,,0.9877212,0.9877212,0.9877212,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.91,0.011212,0.63,847.15,846.88,0.020655,0.01,847.16,846.84,0.027737,0.01,847.09
847.1,buy,2018-03-06T07:54:06.543Z,,1.3552,1.3552,1.3552,847.11,847.04,0.011212,20.0,847.12,847.0,0.011211,6.65624782,847.13,846.92,0.011212999999999999,0.71,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:06.543Z,,1.3552,1.3552,1.3552,847.11,847.04,0.011212,20.0,847.12,847.0,0.011212999999999999,6.65624782,847.13,846.92,0.011212999999999999,0.71,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:06.543Z,,1.3552,1.3552,1.3552,847.12,847.04,0.011212999999999999,20.0,847.13,847.0,0.011212999999999999,6.65624782,847.14,846.93,0.013572999999999998,0.76,847.15,846.88,0.020655,0.01,847.16,846.84,0.027737,0.01,847.1
847.1,buy,2018-03-06T07:54:06.543Z,,1.3552,1.3552,1.3552,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,6.65624782,847.13,846.94,0.011212999999999999,0.86,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:06.543Z,,1.3552,1.3552,1.3552,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,6.65624782,847.13,846.94,0.011212999999999999,0.86,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:06.543Z,,1.3552,1.3552,1.3552,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,6.65624782,847.13,846.96,0.011212999999999999,0.99,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:06.543Z,,1.3552,1.3552,1.3552,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,6.65624782,847.13,846.96,0.011212999999999999,0.99,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:06.543Z,,1.3552,1.3552,1.3552,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.96,0.011212999999999999,0.99,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.96,0.011212999999999999,0.99,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.96,0.011212999999999999,0.99,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.96,0.011212999999999999,0.99,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.93,0.011212999999999999,0.79,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.93,0.011212999999999999,0.79,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.93,0.011212999999999999,0.79,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.94,0.011212999999999999,0.84,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.94,0.011212999999999999,0.84,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:17.421Z,,7.7696,7.7696,7.7696,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.94,0.011212999999999999,0.84,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:29.700Z,,0.6208,0.6208,0.6208,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.92,0.011212999999999999,0.68,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:29.700Z,,0.6208,0.6208,0.6208,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.93,0.011212999999999999,0.77,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:29.700Z,,0.6208,0.6208,0.6208,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.93,0.011212999999999999,0.77,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:29.700Z,,0.6208,0.6208,0.6208,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.93,0.011212999999999999,0.77,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:29.700Z,,0.6208,0.6208,0.6208,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.95,0.011212999999999999,0.92,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:29.700Z,,0.6208,0.6208,0.6208,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.92,0.011212999999999999,0.68,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.020655,0.01,847.1
847.1,buy,2018-03-06T07:54:29.700Z,,0.6208,0.6208,0.6208,847.11,847.04,0.012393000000000001,20.0,847.12,847.0,0.011212999999999999,4.88529151,847.13,846.92,0.011212999999999999,0.68,847.14,846.88,0.013572999999999998,0.01,847.15,846.84,0.015934,0.01,847.1
