datetime,open,high,low,close,RNN
2018-04-14 14:22:44.953851,8085.88,8076.2,8054.18,8086.47,
2018-04-14 14:22:51.924976,8086.57,8076.2,8054.18,8086.47,
2018-04-14 14:22:58.805078,8086.57,8076.2,8054.18,8086.47,
2018-04-14 14:23:05.782165,8087,8076.2,8054.18,8086.47,
2018-04-14 14:23:12.742668,8086.97,8076.2,8054.18,8086.47,
2018-04-14 14:23:19.620326,8086.97,8076.19,8052.92,8085.21,
2018-04-14 14:23:26.526080,8085.31,8076.19,8051.96,8082.66,
2018-04-14 14:23:33.455036,8084.05,8076.2,8051.96,8082.66,
2018-04-14 14:23:40.350613,8084.05,8076.2,8051.96,8082.16,
2018-04-14 14:23:47.324205,8081.94,8076.19,8042.95,8075.14,
2018-04-14 14:23:54.292132,8082.05,8076.19,8043.5,8075.14,
2018-04-14 14:24:01.218311,8082.05,8068.2,8043.98,8075.14,
2018-04-14 14:24:08.149627,8081.38,8068.2,8044.19,8076.44,
2018-04-14 14:24:14.959591,8081.85,8068.2,8044.19,8076.44,
2018-04-14 14:24:21.894410,8083.02,8068.2,8045.19,8077.44,
2018-04-14 14:24:28.806266,8083.02,8068.2,8046.7,8078.97,
2018-04-14 14:24:35.687446,8084.53,8068.2,8048.37,8080.63,
2018-04-14 14:24:42.589944,8085.42,8076.1,8049,8081.27,
2018-04-14 14:24:49.499233,8085.42,8076.1,8050.11,8082.39,
2018-04-14 14:24:56.387719,8085.61,8074.01,8050.11,8082.39,
2018-04-14 14:25:03.333855,8085.57,8074.01,8050.11,8082.39,
2018-04-14 14:25:10.654369,8085.57,8074.01,8049.79,8082.07,
2018-04-14 14:25:17.590036,8085.86,8074.01,8047.08,8079.34,
2018-04-14 14:25:24.487930,8085.96,8073.05,8047.08,8079.34,
2018-04-14 14:25:31.454501,8085.96,8073.05,8047.18,8079.44,
2018-04-14 14:25:38.385777,8084.95,8073.36,8049.52,8081.8,
2018-04-14 14:25:46.267272,8085.08,8073.36,8049.49,8081.76,
2018-04-14 14:25:53.113408,8084.39,8073.35,8047.13,8079.39,
2018-04-14 14:26:00.069913,8084.39,8073.35,8047.1,8079.36,
2018-04-14 14:26:06.987092,8083.38,8066.05,8044.6,8076.85,
2018-04-14 14:26:13.959925,8082.94,8066.05,8044.6,8076.85,
2018-04-14 14:26:20.883676,8082.94,8069,8044.08,8076.33,
2018-04-14 14:26:27.809412,8082.27,8069,8044.11,8076.36,
2018-04-14 14:26:34.799468,8081.41,8069,8044.76,8075.14,
2018-04-14 14:26:41.954260,8081.41,8069,8044.75,8075.15,
2018-04-14 14:26:48.838890,8080.05,8069,8047.33,8079.59,
2018-04-14 14:26:55.685141,8079.99,8069,8047.34,8079.6,
2018-04-14 14:27:02.573640,8081.78,8070,8048.41,8080.67,
2018-04-14 14:27:09.562999,8081.78,8070,8047.45,8079.71,
2018-04-14 14:27:16.983960,8081.91,8073.81,8046.28,8078.54,
2018-04-14 14:27:23.805303,8080.76,8073.81,8045.27,8077.52,
2018-04-14 14:27:30.730632,8080.76,8068.95,8044.66,8076.92,
2018-04-14 14:27:37.648169,8080.35,8068.95,8044.27,8076.52,
2018-04-14 14:27:44.630169,8080.54,8072.21,8044.26,8076.51,
2018-04-14 14:27:51.688317,8080.54,8072.21,8043.75,8076,
2018-04-14 14:27:58.599637,8079.91,8071.79,8037.64,8069.86,
2018-04-14 14:28:05.910040,8072.94,8071.79,8037.87,8070.09,
2018-04-14 14:28:12.854604,8073.67,8055.05,8037.37,8069.59,
2018-04-14 14:28:19.778184,8073.67,8055.05,8032.4,8064.61,
2018-04-14 14:28:26.693100,8071.43,8057.61,8033.21,8065.42,
2018-04-14 14:28:33.659013,8069.32,8057.61,8035.92,8068.14,
2018-04-14 14:28:40.491731,8069.32,8037.44,8020.42,8052.57,
2018-04-14 14:28:47.441051,8058.33,8037.44,8019.67,8051.82,
2018-04-14 14:28:54.416357,8059.17,8037.43,8021.06,8053.21,
2018-04-14 14:29:01.222779,8059.17,8037.43,8023.92,8056.09,
2018-04-14 14:29:08.086543,8059.15,8037.44,8026.41,8058.59,
2018-04-14 14:29:15.053935,8058.93,8037.44,8026.66,8058.84,
2018-04-14 14:29:21.979105,8058.93,8046.71,8029.15,8061.34,
2018-04-14 14:29:28.856933,8061.77,8046.71,8029.15,8061.34,
2018-04-14 14:29:35.859823,8061.75,8046.91,8029.15,8061.34,
2018-04-14 14:29:42.760837,8061.75,8046.91,8029.15,8061.34,
2018-04-14 14:29:49.674398,8062.66,8054,8041,8070.35,
2018-04-14 14:29:56.522129,8067.82,8054,8032.77,8064.97,
2018-04-14 14:30:03.539656,8073.6,8065.2,8023.41,8071.56,
2018-04-14 14:30:10.586307,8073.6,8065.2,8023.41,8071.56,
2018-04-14 14:30:17.520225,8072.31,8065.2,8051.89,8084.17,
2018-04-14 14:30:24.497924,8072.55,8065.2,8056.17,8088.45,
2018-04-14 14:30:31.361158,8072.55,8061.3,8056.17,8088.45,
2018-04-14 14:30:38.237921,8071.94,8061.3,8054.34,8086.62,
2018-04-14 14:30:45.186229,8071.49,8061.01,8055.8,8088.08,
2018-04-14 14:30:52.085133,8071.49,8061.01,8055.8,8088.08,
2018-04-14 14:30:58.913070,8069.85,8061.01,8052.49,8084.77,
2018-04-14 14:31:05.844928,8069.62,8061.01,8052.49,8084.77,
2018-04-14 14:31:12.740932,8069.62,8061.01,8052.49,8084.77,
2018-04-14 14:31:19.786029,8070.77,8061.01,8054.63,8086.91,
2018-04-14 14:31:26.720608,8075.06,8061.01,8054.63,8086.91,
2018-04-14 14:31:33.674772,8075.06,8061.01,8054.63,8086.91,
2018-04-14 14:31:41.021384,8075.46,8061,8059.31,8091.61,
2018-04-14 14:31:48.419296,8073.43,8061,8059.31,8091.61,
2018-04-14 14:31:55.387036,8072.69,8061,8059.31,8091.61,
2018-04-14 14:32:02.258475,8072.69,8061,8056.54,8088.84,
2018-04-14 14:32:09.199734,8071.26,8061.01,8056.54,8088.84,
2018-04-14 14:32:16.265787,8071.62,8061.01,8056.54,8088.84,
2018-04-14 14:32:23.237274,8071.62,8061.01,8055.48,8087.76,
2018-04-14 14:32:30.361236,8074.19,8061.01,8057.02,8089.32,
2018-04-14 14:32:37.279780,8074.21,8061.01,8057.4,8089.7,
2018-04-14 14:32:44.353718,8074.21,8061.01,8057.02,8089.32,
2018-04-14 14:32:51.487317,8074.02,8061,8057.87,8090.17,
2018-04-14 14:32:58.433530,8075.88,8061,8057.87,8090.17,
2018-04-14 14:33:05.421522,8074.47,8061.03,8057.87,8090.17,
2018-04-14 14:33:12.314228,8074.47,8061.03,8059.14,8091.44,
2018-04-14 14:33:19.208076,8076.27,8061.05,8059.14,8091.44,
2018-04-14 14:33:26.000264,8077.81,8061.05,8059.14,8091.44,
2018-04-14 14:33:32.810478,8077.81,8061.05,8060.71,8093.01,
2018-04-14 14:33:39.689487,8078.66,8061.05,8060.71,8093.01,
2018-04-14 14:33:46.535157,8077.34,8061.05,8060.71,8093.01,
2018-04-14 14:33:53.395474,8077.34,8061.05,8061.15,8093.45,
2018-04-14 14:34:00.208986,8077.36,8061.05,8061.15,8093.45,
2018-04-14 14:34:07.022074,8078.81,8061.05,8061.15,8093.45,
2018-04-14 14:34:13.860748,8078.81,8065.96,8062.65,8094.97,
2018-04-14 14:34:20.719426,8078.85,8065.96,8062.65,8094.97,
2018-04-14 14:34:27.587735,8079.48,8066.05,8062.69,8095.01,
2018-04-14 14:34:34.486053,8079.48,8066.05,8063.32,8095.64,
2018-04-14 14:34:41.352915,8079.59,8066.99,8063.32,8095.64,
2018-04-14 14:34:48.305865,8078.35,8066.99,8063.84,8096.16,
2018-04-14 14:34:55.250404,8078.35,8067.03,8063.84,8096.16,
2018-04-14 14:35:02.135088,8075.36,8067.03,8059.74,8092.04,
2018-04-14 14:35:09.086315,8077.79,8067.03,8059.74,8092.04,
2018-04-14 14:35:15.876672,8077.79,8067.03,8059.74,8092.04,
2018-04-14 14:35:22.766924,8080.51,8067.03,8064.35,8096.67,
2018-04-14 14:35:29.726049,8080.59,8067.03,8064.35,8096.67,
2018-04-14 14:35:36.680583,8078.78,8067.03,8064.35,8096.67,
2018-04-14 14:35:43.651456,8078.78,8067.03,8064.2,8096.52,
2018-04-14 14:35:50.595104,8076.2,8067.1,8060.05,8092.35,
2018-04-14 14:35:57.528949,8078.54,8067.1,8060.05,8092.35,
2018-04-14 14:36:04.436274,8078.54,8067.1,8060.05,8092.35,
2018-04-14 14:36:11.342808,8078.21,8067.1,8062.05,8094.37,
2018-04-14 14:36:18.661039,8078.29,8067.09,8062.05,8094.37,
2018-04-14 14:36:25.591604,8078.29,8067.09,8061.35,8093.66,
2018-04-14 14:36:32.519736,8078.65,8067.09,8062.49,8094.81,
2018-04-14 14:36:39.526013,8076.81,8067.09,8061.35,8093.66,
2018-04-14 14:36:46.424745,8076.81,8058.17,8059.42,8091.72,
2018-04-14 14:36:53.306906,8075.03,8058.17,8059.42,8091.72,
2018-04-14 14:37:00.269510,8076.61,8058.16,8059.42,8091.72,
2018-04-14 14:37:07.194696,8076.61,8058.16,8060.94,8093.24,
2018-04-14 14:37:14.091117,8077.59,8058.16,8060.94,8093.24,
2018-04-14 14:37:21.057554,8077.53,8058.16,8060.94,8093.24,
2018-04-14 14:37:28.154386,8076.28,8058.16,8062.06,8094.38,
2018-04-14 14:37:35.020829,8076.28,8058.16,8062.06,8094.38,
2018-04-14 14:37:41.910292,8075.41,8058.16,8062.06,8094.38,
2018-04-14 14:37:48.934595,8075.91,8058.16,8059.72,8092.02,
2018-04-14 14:37:55.720683,8075.91,8058.2,8059.72,8092.02,
2018-04-14 14:38:02.579635,8076.01,8058.2,8059.72,8092.02,
2018-04-14 14:38:09.447028,8077.47,8058.2,8061.34,8093.64,
2018-04-14 14:38:16.237868,8077.47,8058.2,8061.34,8093.64,
2018-04-14 14:38:23.176580,8074.79,8058.19,8061.34,8093.64,
2018-04-14 14:38:30.046916,8074.5,8058.19,8058.67,8090.97,
2018-04-14 14:38:36.866899,8074.5,8058.19,8058.67,8090.97,
2018-04-14 14:38:43.703591,8073.43,8058.19,8058.35,8090.65,
2018-04-14 14:38:50.554188,8073.42,8058.2,8057.27,8089.57,
2018-04-14 14:38:57.499664,8073.42,8058.2,8057.27,8089.57,
2018-04-14 14:39:04.338028,8073.54,8058,8057.27,8089.57,
2018-04-14 14:39:11.725015,8069.86,8058,8053.72,8086,
2018-04-14 14:39:18.528350,8071.73,8057.74,8053.72,8086,
2018-04-14 14:39:25.400748,8071.73,8057.74,8053.72,8086,
2018-04-14 14:39:32.268219,8069.16,8058,8053.53,8085.81,
2018-04-14 14:39:39.371649,8069.14,8058,8053.53,8085.81,
2018-04-14 14:39:46.238284,8069.14,8051.11,8053.53,8085.81,
2018-04-14 14:39:53.271441,8069.61,8051.11,8053.47,8085.75,
2018-04-14 14:40:00.219506,8068.18,8054,8053.47,8085.75,
2018-04-14 14:40:07.252861,8068.18,8054,8053.47,8085.75,
2018-04-14 14:40:14.200869,8069.29,8053.99,8053.11,8085.39,
2018-04-14 14:40:21.047054,8070.83,8053.99,8054.69,8086.97,
2018-04-14 14:40:27.862824,8070.83,8054,8053.31,8085.59,
2018-04-14 14:40:34.787633,8067.61,8054,8054.69,8086.97,
2018-04-14 14:40:41.594327,8066.69,8054,8050.56,8082.82,
2018-04-14 14:40:48.489428,8066.69,8054,8050.56,8082.82,
2018-04-14 14:40:55.369423,8064.87,8054,8050.56,8082.82,
2018-04-14 14:41:02.182669,8065.26,8054,8049.13,8081.39,
2018-04-14 14:41:09.058713,8065.26,8054,8049.13,8081.39,
2018-04-14 14:41:15.984410,8065.94,8054,8049.13,8081.39,
2018-04-14 14:41:22.874783,8065.28,8054,8049.15,8081.41,
2018-04-14 14:41:29.741276,8065.28,8054,8049.15,8081.41,
2018-04-14 14:41:36.509567,8065.76,8054,8049.15,8081.41,
2018-04-14 14:41:43.429129,8065.72,8054,8049.59,8081.85,
2018-04-14 14:41:50.361844,8065.72,8054,8049.59,8081.85,
2018-04-14 14:41:57.326848,8065.69,8054,8049.59,8081.85,
2018-04-14 14:42:04.242500,8065.75,8054,8049.56,8081.82,
2018-04-14 14:42:11.150467,8064.77,8054,8049.56,8081.82,
2018-04-14 14:42:18.117001,8064.77,8050.01,8045.05,8077.29,
2018-04-14 14:42:25.153982,8061.41,8050.01,8045.05,8077.29,
2018-04-14 14:42:31.947881,8061.28,8050,8045.29,8077.53,
2018-04-14 14:42:38.837200,8061.28,8047.01,8044.69,8076.93,
2018-04-14 14:42:45.720054,8060.81,8047.01,8044.69,8076.93,
2018-04-14 14:42:52.603809,8059.02,8045,8043.07,8075.31,
2018-04-14 14:42:59.462821,8059.02,8045,8043.07,8075.31,
2018-04-14 14:43:06.223081,8057.09,8045,8043.07,8075.31,
2018-04-14 14:43:13.405291,8057.46,8045,8040.17,8072.39,
2018-04-14 14:43:20.249523,8057.46,8045,8041.41,8073.65,
2018-04-14 14:43:27.062060,8057.53,8045,8041.41,8073.65,
2018-04-14 14:43:33.873099,8056.11,8045,8041.41,8073.65,
2018-04-14 14:43:40.694166,8056.11,8045.01,8041.22,8073.44,
2018-04-14 14:43:47.503461,8058.4,8045.01,8041.22,8073.44,
2018-04-14 14:43:54.337353,8058.17,8045.01,8041.22,8073.44,
2018-04-14 14:44:01.121970,8058.17,8045.01,8042.9,8075.14,
2018-04-14 14:44:08.017099,8058.44,8045.01,8042.9,8075.14,
2018-04-14 14:44:14.905987,8061.13,8045.01,8042.9,8075.14,
2018-04-14 14:44:21.743722,8061.13,8045,8043.35,8075.59,
2018-04-14 14:44:28.532247,8059.29,8045,8044.64,8076.88,
2018-04-14 14:44:35.416298,8060.53,8045,8043.35,8075.59,
2018-04-14 14:44:42.190497,8060.53,8045,8042.83,8075.07,
2018-04-14 14:44:49.051983,8058.95,8045.01,8042.83,8075.07,
2018-04-14 14:44:55.989441,8058.16,8045.01,8042.83,8075.07,
2018-04-14 14:45:02.928853,8058.16,8045.01,8041.67,8073.91,
2018-04-14 14:45:09.838619,8056.38,8045.01,8041.67,8073.91,
2018-04-14 14:45:16.837658,8058.2,8045.01,8041.67,8073.91,
2018-04-14 14:45:23.684942,8058.2,8045.01,8042.1,8074.34,
2018-04-14 14:45:30.539567,8057.63,8045.01,8041.57,8073.81,
2018-04-14 14:45:37.352635,8057.31,8045.01,8041.57,8073.81,
2018-04-14 14:45:44.126028,8057.31,8045.01,8042.03,8074.27,
2018-04-14 14:45:51.072170,8057.73,8045.01,8042.03,8074.27,
2018-04-14 14:45:57.937246,8056.32,8045.01,8042.03,8074.27,
2018-04-14 14:46:04.887171,8056.32,8045.01,8039.97,8072.19,
2018-04-14 14:46:11.698635,8058.16,8045.01,8039.97,8072.19,
2018-04-14 14:46:18.509199,8058.16,8045.01,8042.04,8074.28,
2018-04-14 14:46:25.375014,8058.16,8048.85,8042.04,8074.28,
2018-04-14 14:46:32.244952,8058.48,8048.85,8042.36,8074.6,
2018-04-14 14:46:39.141382,8057.79,8048.85,8042.36,8074.6,
2018-04-14 14:46:45.936428,8057.79,8048.85,8042.36,8074.6,
2018-04-14 14:46:52.867424,8057.79,8048.85,8041.67,8073.91,
2018-04-14 14:46:59.700411,8058.28,8048.85,8041.67,8073.91,
2018-04-14 14:47:06.597859,8058.53,8048.85,8041.67,8073.91,
2018-04-14 14:47:13.362913,8058.53,8048.85,8042.41,8074.65,
2018-04-14 14:47:20.288230,8059.82,8050,8042.41,8074.65,
2018-04-14 14:47:27.148710,8058.5,8050,8042.41,8074.65,
2018-04-14 14:47:33.916490,8058.5,8049.32,8042.38,8074.62,
2018-04-14 14:47:40.797169,8058.48,8049.32,8042.38,8074.62,
2018-04-14 14:47:47.611020,8058.77,8049.32,8042.38,8074.62,
2018-04-14 14:47:54.438833,8058.77,8049.32,8042.23,8074.47,
2018-04-14 14:48:01.319600,8058.18,8049.33,8042.06,8074.3,
2018-04-14 14:48:08.179255,8058.18,8049.33,8042.06,8074.3,
2018-04-14 14:48:14.936676,8058.18,8049.32,8042.06,8074.3,
2018-04-14 14:48:21.786331,8057.61,8049.32,8041.49,8073.73,
2018-04-14 14:48:28.587479,8058.99,8049.32,8042.06,8074.3,
2018-04-14 14:48:35.465321,8058.99,8049.32,8041.49,8073.73,
2018-04-14 14:48:42.333274,8058.41,8049.95,8042.29,8074.53,
2018-04-14 14:48:49.149052,8057.02,8049.95,8040.91,8073.13,
2018-04-14 14:48:55.972337,8057.02,8049.32,8040.91,8073.13,
2018-04-14 14:49:02.766813,8058.26,8049.32,8040.91,8073.13,
2018-04-14 14:49:09.674601,8058.2,8049.99,8041.87,8074.11,
2018-04-14 14:49:16.533860,8058.2,8049.99,8041.87,8074.11,
2018-04-14 14:49:23.319842,8058.85,8049.99,8042.64,8074.88,
2018-04-14 14:49:30.319065,8058.59,8049.99,8042.64,8074.88,
2018-04-14 14:49:37.170022,8058.59,8049.99,8042.64,8074.88,
2018-04-14 14:49:44.005509,8058.15,8049.99,8042.03,8074.27,
2018-04-14 14:49:50.840304,8057.81,8050,8042.03,8074.27,
2018-04-14 14:49:57.621113,8059.09,8050,8042.03,8074.27,
2018-04-14 14:50:04.534659,8059.09,8050,8042.97,8075.21,
2018-04-14 14:50:11.363464,8058.9,8050,8042.97,8075.21,
2018-04-14 14:50:18.225007,8058.9,8050,8042.78,8075.02,
2018-04-14 14:50:25.155988,8058.9,8050,8042.78,8075.02,
2018-04-14 14:50:32.045752,8057.23,8050,8042.78,8075.02,
2018-04-14 14:50:38.907398,8057.65,8050,8041.53,8073.77,
2018-04-14 14:50:45.793085,8057.65,8049.99,8041.53,8073.77,
2018-04-14 14:50:52.626659,8057.74,8049.99,8041.53,8073.77,
2018-04-14 14:50:59.493425,8057.73,8049.99,8041.61,8073.85,
2018-04-14 14:51:06.288306,8057.73,8049.99,8041.61,8073.85,
2018-04-14 14:51:13.158753,8057.11,8049.99,8041.61,8073.85,
2018-04-14 14:51:19.991317,8057.79,8049.99,8041.63,8073.87,
2018-04-14 14:51:26.795644,8057.79,8050,8041.63,8073.87,
2018-04-14 14:51:33.562984,8059.78,8050,8041.63,8073.87,
2018-04-14 14:51:40.391549,8059.1,8050,8042.98,8075.22,
2018-04-14 14:51:47.371431,8059.1,8050,8042.98,8075.22,
2018-04-14 14:51:54.142323,8060.12,8050,8042.98,8075.22,
